county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_white.uss_18_dem_war,vap_white.uss_18_rep_die,vap_black.uss_18_dem_war,vap_black.uss_18_rep_die,vap_hisp.uss_18_dem_war,vap_hisp.uss_18_rep_die,vap_oth.uss_18_dem_war,vap_oth.uss_18_rep_die,vap_white.gov_18_rep_bak,vap_white.gov_18_dem_gon,vap_black.gov_18_rep_bak,vap_black.gov_18_dem_gon,vap_hisp.gov_18_rep_bak,vap_hisp.gov_18_dem_gon,vap_oth.gov_18_rep_bak,vap_oth.gov_18_dem_gon,vap_white.atg_18_dem_hea,vap_white.atg_18_rep_mcm,vap_black.atg_18_dem_hea,vap_black.atg_18_rep_mcm,vap_hisp.atg_18_dem_hea,vap_hisp.atg_18_rep_mcm,vap_oth.atg_18_dem_hea,vap_oth.atg_18_rep_mcm,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_white.uss_20_dem_mar,vap_white.uss_20_rep_oco,vap_black.uss_20_dem_mar,vap_black.uss_20_rep_oco,vap_hisp.uss_20_dem_mar,vap_hisp.uss_20_rep_oco,vap_oth.uss_20_dem_mar,vap_oth.uss_20_rep_oco
Barnstable County,25001000107,0.5571518332683715,0.4428481667316286,0.661810039311886,0.338189960688114,0.5652689411310532,0.43473105886894686,0.5253893700200477,0.4746106299799523,0.5368366529816947,0.4631633470183053,0.6141823799373636,0.3858176200626365,0.6026392734904905,0.39736072650950943,0.5882468049554985,0.4117531950445015,0.80256681434249455,0.1974331856575054,0.4795376308464101,0.5204623691535899,0.4809716388629443,0.5190283611370557,0.43866257603790654,0.5613374239620935,0.6214434359989371,0.3785565640010629,0.6316154733475633,0.36838452665243676,0.5419781032100883,0.45802189678991173,0.6325497812643259,0.36745021873567413,0.6345195557018374,0.3654804442981626,0.624074110668367,0.37592588933163296,0.5867913061744191,0.41320869382558084,0.5068326001498688,0.49316739985013125,0.5933006360794407,0.4066993639205593,0.5969594129273051,0.40304058707269486,0.5986846886694042,0.40131531133059584,0.5863982950036144,0.41360170499638554
Barnstable County,25001000108,0.4932653041855212,0.5067346958144787,0.653260253811102,0.3467397461888981,0.5563305917258009,0.44366940827419915,0.5235343495561232,0.4764656504438768,0.44603330017740983,0.5539666998225902,0.6000254605978974,0.39997453940210265,0.6000347571805195,0.39996524281948054,0.5906064375112554,0.40939356248874453,0.8184771707960472,0.18152282920395274,0.47734702409114443,0.5226529759088555,0.4801798608420617,0.5198201391579383,0.4447674903033798,0.5552325096966202,0.5367584178880176,0.4632415821119824,0.624554613551409,0.37544538644859105,0.5336268008852322,0.4663731991147678,0.6202521564939442,0.3797478435060559,0.5500080888134011,0.44999191118659887,0.6291807540014668,0.3708192459985332,0.5845769519367675,0.4154230480632325,0.5042811185575753,0.4957188814424247,0.5383103616463677,0.46168963835363225,0.5937866104141687,0.40621338958583125,0.5994376378501802,0.4005623621498198,0.5893213410678573,0.4106786589321427
Barnstable County,25001000109,0.5024011100757454,0.49759888992425466,0.6710512247439685,0.32894877525603144,0.5608758664304913,0.43912413356950875,0.534817989497874,0.465182010502126,0.471749339597647,0.528250660402353,0.6184397452576981,0.38156025474230193,0.6093361927145099,0.39066380728549005,0.5889277372707286,0.41107226272927144,0.805750399903835,0.19424960009616501,0.48407608176863326,0.5159239182313667,0.48463950332050115,0.5153604966794989,0.4411079471575649,0.558892052842435,0.5555066048543945,0.44449339514560554,0.6386220953033194,0.3613779046966806,0.5384258893892397,0.4615741106107602,0.6295960440390378,0.37040395596096215,0.5543411589890052,0.4456588410109949,0.6274056283756453,0.37259437162435466,0.5880725272221414,0.4119274727778586,0.5079543595709964,0.49204564042900356,0.52890259746137,0.47109740253863,0.5932993051469795,0.4067006948530206,0.5945201929279182,0.4054798070720818,0.5781241553456677,0.42187584465433225
Barnstable County,25001000110,0.49876297171818607,0.5012370282818139,0.6555675315432422,0.3444324684567578,0.5649090445781975,0.4350909554218025,0.5290480911830375,0.4709519088169624,0.4675533060020013,0.5324466939979987,0.609720610429286,0.39027938957071395,0.5985726584725259,0.4014273415274741,0.5943579228772482,0.4056420771227518,0.8149981421771377,0.18500185782286224,0.48149558348952876,0.5185044165104712,0.4806262571640571,0.5193737428359428,0.44123206763944633,0.5587679323605537,0.5358120736025815,0.4641879263974185,0.6325957492456856,0.3674042507543144,0.534583446667027,0.4654165533329731,0.6226290078750655,0.37737099212493447,0.568251536895646,0.43174846310435394,0.6245115448881717,0.37548845511182827,0.5859795281471155,0.41402047185288443,0.5043988219188095,0.4956011780811905,0.5499367602120087,0.45006323978799134,0.5963522981976852,0.4036477018023148,0.5937984572714897,0.4062015427285102,0.5814288272662225,0.4185711727337776
Barnstable County,25001000111,0.5906921782966534,0.4093078217033466,0.6701948362707815,0.32980516372921853,0.5758606368459441,0.42413936315405587,0.5401246881042454,0.4598753118957546,0.547494357191385,0.452505642808615,0.6149781652646921,0.3850218347353079,0.6122097435202223,0.3877902564797778,0.6194136658299285,0.3805863341700715,0.8233835057233544,0.17661649427664558,0.49532454880583876,0.5046754511941612,0.5011023743361334,0.49889762566386664,0.471302858686731,0.5286971413132691,0.635757410296614,0.36424258970338597,0.644325627994274,0.355674372005726,0.536078023049844,0.463921976950156,0.6398630451223066,0.36013695487769337,0.6695295785335518,0.3304704214664482,0.635494803772519,0.364505196227481,0.5884389553836872,0.4115610446163128,0.5445435476543224,0.4554564523456776,0.6346756613321018,0.36532433866789815,0.6044176530377187,0.39558234696228134,0.6106765420003801,0.38932345799961987,0.6142930090360437,0.3857069909639564
Barnstable County,25001000112,0.5137054901830591,0.48629450981694095,0.655350230369611,0.3446497696303889,0.5590031404498703,0.44099685955012974,0.5157689340532059,0.4842310659467941,0.47577891944161,0.52422108055839,0.6130356352259518,0.38696436477404816,0.6026561704010002,0.39734382959899983,0.587423296342958,0.412576703657042,0.8477562621954022,0.1522437378045977,0.49220150854045935,0.5077984914595406,0.4917351906610312,0.5082648093389688,0.444569961374555,0.5554300386254449,0.5650560131944211,0.43494398680557894,0.629224197996662,0.37077580200333804,0.5344342698077201,0.4655657301922798,0.614984736037506,0.38501526396249397,0.5814252594645191,0.4185747405354809,0.6215507978385492,0.37844920216145084,0.5753732943796801,0.42462670562031996,0.4991901737646313,0.5008098262353686,0.5552774165887876,0.4447225834112124,0.5993851308796526,0.4006148691203474,0.6017417328311491,0.3982582671688509,0.5866261091813179,0.41337389081868214
Barnstable County,25001000113,0.5875396341901179,0.4124603658098821,0.664413331360008,0.33558666863999204,0.573983433117615,0.42601656688238493,0.5584984595403852,0.44150154045961476,0.5241893237720732,0.4758106762279269,0.6076305255132286,0.3923694744867714,0.6091972174985252,0.3908027825014748,0.605611061986466,0.39438893801353403,0.8207792330034729,0.17922076699652711,0.4923004226044026,0.5076995773955973,0.4922370229340393,0.5077629770659607,0.4694471043957901,0.5305528956042098,0.6257541575290687,0.3742458424709313,0.6479486013838434,0.3520513986161566,0.5433155942997118,0.4566844057002882,0.6574399851260361,0.3425600148739639,0.6624588222155254,0.3375411777844746,0.6305763195164723,0.3694236804835277,0.5895215704943306,0.4104784295056693,0.5186870553257805,0.4813129446742195,0.6435991859390734,0.3564008140609266,0.6081092268884818,0.3918907731115182,0.6122879993565519,0.3877120006434482,0.6360334103121451,0.3639665896878549
Barnstable County,25001000114,0.5276267416685075,0.4723732583314924,0.6547078980844424,0.3452921019155576,0.5722211811477774,0.4277788188522226,0.5191880744283274,0.4808119255716727,0.4799215202661013,0.5200784797338986,0.6084203703052727,0.3915796296947271,0.6027103229988682,0.3972896770011319,0.5942830710881357,0.40571692891186434,0.8111271715615336,0.18887282843846642,0.4820570739734517,0.517942926026548,0.4814375566851922,0.5185624433148078,0.4454304033391185,0.5545695966608813,0.5702314247370992,0.42976857526290085,0.6322926676914685,0.3677073323085315,0.5317085759634794,0.46829142403652063,0.6207343274822877,0.37926567251771226,0.6254116105441475,0.3745883894558525,0.6297644599043936,0.3702355400956062,0.5787477529944879,0.4212522470055121,0.513186615217844,0.48681338478215597,0.5887611163283836,0.41123888367161643,0.5920146711173068,0.407985328882693,0.5963433245700976,0.4036566754299024,0.5817891089663202,0.4182108910336798
Barnstable County,25001000115,0.47970324423710653,0.5202967557628937,0.6593836243032332,0.3406163756967668,0.5611582153789813,0.4388417846210187,0.531033213769532,0.46896678623046795,0.41710168247240803,0.5828983175275921,0.6129403466490291,0.3870596533509709,0.6060491727354688,0.39395082726453123,0.5936962642798583,0.40630373572014167,0.8523325797053888,0.14766742029461147,0.49803523168450264,0.5019647683154974,0.48194749862607494,0.518052501373925,0.4623716340916189,0.5376283659083811,0.5110418837315203,0.48895811626847996,0.6292530172769119,0.3707469827230882,0.5380500204437176,0.4619499795562823,0.6196518317330318,0.38034816826696816,0.5515460830254597,0.4484539169745405,0.6302858560302654,0.36971414396973457,0.584324980750636,0.415675019249364,0.4970490867481638,0.5029509132518363,0.5040747029741117,0.49592529702588845,0.5912950006628616,0.40870499933713844,0.5903972721716036,0.4096027278283963,0.5784051319362936,0.4215948680637064
Barnstable County,25001000116,0.4988237682438594,0.5011762317561407,0.6523534805584114,0.34764651944158864,0.5550957720176806,0.44490422798231943,0.526002237678131,0.473997762321869,0.4759476440716219,0.5240523559283782,0.6053752015557029,0.3946247984442971,0.6025367098090999,0.39746329019090004,0.5912177425337776,0.40878225746622243,0.8496781376621628,0.15032186233783723,0.48868518204125694,0.5113148179587431,0.49033054640049095,0.5096694535995091,0.4527218955784874,0.5472781044215126,0.5702691162317127,0.4297308837682872,0.6268712339305739,0.37312876606942613,0.5352556897344352,0.4647443102655649,0.6160140845088191,0.38398591549118094,0.5650709562145138,0.43492904378548625,0.6152944430717985,0.38470555692820146,0.5868147484506169,0.4131852515493831,0.49656046181576086,0.5034395381842391,0.5555488372006541,0.44445116279934593,0.5972345633536583,0.40276543664634173,0.5935262177139723,0.4064737822860277,0.5717981998486725,0.42820180015132747
