county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_asian.pre_16_dem_cli,vap_asian.pre_16_rep_tru,vap_aian.pre_16_dem_cli,vap_aian.pre_16_rep_tru,vap_oth_b.pre_16_dem_cli,vap_oth_b.pre_16_rep_tru,vap_white.uss_18_dem_kai,vap_white.uss_18_rep_ste,vap_black.uss_18_dem_kai,vap_black.uss_18_rep_ste,vap_hisp.uss_18_dem_kai,vap_hisp.uss_18_rep_ste,vap_asian.uss_18_dem_kai,vap_asian.uss_18_rep_ste,vap_aian.uss_18_dem_kai,vap_aian.uss_18_rep_ste,vap_oth_b.uss_18_dem_kai,vap_oth_b.uss_18_rep_ste,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_asian.pre_20_dem_bid,vap_asian.pre_20_rep_tru,vap_aian.pre_20_dem_bid,vap_aian.pre_20_rep_tru,vap_oth_b.pre_20_dem_bid,vap_oth_b.pre_20_rep_tru,vap_white.uss_20_dem_war,vap_white.uss_20_rep_gad,vap_black.uss_20_dem_war,vap_black.uss_20_rep_gad,vap_hisp.uss_20_dem_war,vap_hisp.uss_20_rep_gad,vap_asian.uss_20_dem_war,vap_asian.uss_20_rep_gad,vap_aian.uss_20_dem_war,vap_aian.uss_20_rep_gad,vap_oth_b.uss_20_dem_war,vap_oth_b.uss_20_rep_gad
Accomack County,51001000101,0.25249613975664054,0.7475038602433595,0.8059845715060239,0.19401542849397607,0.6629794408617863,0.33702055913821366,0.5031190333698218,0.4968809666301782,0.4956870946493732,0.5043129053506268,0.5290039153476545,0.47099608465234555,0.3384572139723637,0.6615427860276363,0.7754972430306326,0.2245027569693674,0.6099070143022028,0.3900929856977972,0.5009086539886671,0.4990913460113329,0.5105378691491638,0.4894621308508363,0.5372948790660639,0.4627051209339361,0.3208398591392174,0.6791601408607826,0.7733551030683102,0.2266448969316898,0.6140073453634524,0.3859926546365477,0.49284398746715713,0.5071560125328428,0.4809089204441262,0.5190910795558739,0.5281744125276845,0.4718255874723155,0.3513545884950196,0.6486454115049803,0.7649365616925666,0.23506343830743334,0.6047230959841091,0.3952769040158909,0.5084586456889411,0.49154135431105894,0.5087462216223803,0.4912537783776197,0.5156910561694327,0.4843089438305673
Accomack County,51001000201,0.08647458636670116,0.9135254136332989,0.7861369772670154,0.21386302273298466,0.6284311082735985,0.37156889172640145,0.4976328518090151,0.5023671481909848,0.5006717177717835,0.49932828222821646,0.5102332491473296,0.4897667508526704,0.1399253951645777,0.8600746048354223,0.7735460893087382,0.2264539106912617,0.5923788611197093,0.40762113888029067,0.4956321473736797,0.5043678526263202,0.5051451482357812,0.49485485176421884,0.532903616701483,0.46709638329851705,0.20093206833744393,0.7990679316625561,0.7588999482273271,0.24110005177267294,0.612238807299903,0.387761192700097,0.4894998588328269,0.5105001411671731,0.48911443222561213,0.5108855677743879,0.517228871055763,0.48277112894423707,0.24325098408984216,0.7567490159101579,0.7497907996378032,0.25020920036219685,0.5862979415355452,0.41370205846445485,0.5067515586598739,0.49324844134012613,0.50900193930908,0.49099806069092006,0.5162812228148276,0.4837187771851724
Accomack County,51001000202,0.2667529580968866,0.7332470419031134,0.8124758581194962,0.18752414188050387,0.6648323995156654,0.3351676004843344,0.5073757816990927,0.49262421830090736,0.4978963992783392,0.5021036007216608,0.5270464963926574,0.47295350360734256,0.3165103298997151,0.6834896701002849,0.7852646111965133,0.2147353888034867,0.6139912329656841,0.38600876703431564,0.49786923006714884,0.5021307699328512,0.5059454267331176,0.4940545732668824,0.5326269792078382,0.46737302079216175,0.2801963063899349,0.719803693610065,0.7764267735165578,0.22357322648344224,0.616748432503059,0.3832515674969408,0.4889995651776387,0.5110004348223612,0.4886622964266546,0.5113377035733454,0.5186592798581672,0.4813407201418328,0.3034471708387487,0.6965528291612513,0.7742160460178976,0.22578395398210238,0.5977985971788533,0.4022014028211467,0.5081385521279297,0.49186144787207026,0.5119486715374745,0.48805132846252547,0.5207007050527004,0.4792992949472996
Accomack County,51001000301,0.22396709786454344,0.7760329021354565,0.8859887751815159,0.11401122481848416,0.6594088552871697,0.3405911447128302,0.510283023130636,0.489716976869364,0.49377087441412,0.5062291255858801,0.5287658791680789,0.47123412083192107,0.25108802412470665,0.7489119758752933,0.8499671146392761,0.15003288536072393,0.6094186219417482,0.3905813780582517,0.5014978765734849,0.4985021234265151,0.5124574836091739,0.4875425163908262,0.5380397467832501,0.4619602532167499,0.3490617707446063,0.6509382292553937,0.8587992726768958,0.14120072732310415,0.6144001007547205,0.38559989924527943,0.48952940757321367,0.5104705924267864,0.49045933271730224,0.5095406672826978,0.5321929882646573,0.46780701173534267,0.37845887131190703,0.621541128688093,0.848537630680299,0.15146236931970103,0.600234324729368,0.39976567527063206,0.5185071076648722,0.4814928923351279,0.5059204525176487,0.4940795474823513,0.5202024808704903,0.47979751912950974
Accomack County,51001000401,0.11743034160697521,0.8825696583930248,0.7936868925886438,0.2063131074113562,0.6442292392518312,0.3557707607481688,0.5008940878046092,0.49910591219539074,0.4944510881413183,0.5055489118586818,0.5136543929366001,0.4863456070633997,0.14559751953134398,0.854402480468656,0.7627029235031682,0.2372970764968318,0.5702222253335048,0.4297777746664952,0.49854714825062824,0.5014528517493715,0.5091873455278715,0.49081265447212846,0.512924670208958,0.4870753297910417,0.26813100455400957,0.7318689954459905,0.7662947635263908,0.23370523647360916,0.6149869119648491,0.3850130880351509,0.49332613077639087,0.5066738692236089,0.4913448154383502,0.5086551845616498,0.5216352818079577,0.4783647181920423,0.2820383524123198,0.7179616475876802,0.774246551281849,0.2257534487181509,0.6000513884575136,0.39994861154248645,0.5078966450296823,0.4921033549703177,0.5085386035593487,0.49146139644065134,0.5137733782511237,0.4862266217488761
Accomack County,51001000402,0.10202882232707493,0.8979711776729253,0.8154934545699598,0.18450654543004016,0.637451038913287,0.362548961086713,0.499053391312538,0.500946608687462,0.5039605511397436,0.4960394488602564,0.5126828852992384,0.48731711470076156,0.2532285811954712,0.746771418804529,0.7857606207291873,0.21423937927081274,0.6073580870370131,0.3926419129629869,0.5058765773885132,0.49412342261148673,0.5140104810503291,0.4859895189496709,0.5321112184502642,0.46788878154973584,0.22845975697034562,0.7715402430296546,0.7661276448440988,0.2338723551559012,0.6112605230228674,0.3887394769771326,0.4897400289007935,0.5102599710992065,0.49156085990498216,0.5084391400950179,0.5236730340574731,0.4763269659425268,0.3216630459267718,0.6783369540732285,0.780105371990287,0.21989462800971307,0.6024416057104854,0.3975583942895145,0.5040426943059086,0.49595730569409135,0.5119277348022316,0.48807226519776836,0.5154397112361697,0.4845602887638303
Accomack County,51001000403,0.18316247745140357,0.8168375225485964,0.8266066080143328,0.17339339198566717,0.6659398932216568,0.3340601067783432,0.5059574301649091,0.4940425698350909,0.4958970997599382,0.5041029002400619,0.5124147501418189,0.4875852498581811,0.2318388651407447,0.7681611348592553,0.7828493382738648,0.21715066172613523,0.6190018955527249,0.3809981044472751,0.49671006089786507,0.5032899391021349,0.5130081536002385,0.48699184639976145,0.5388452027359164,0.46115479726408365,0.3286234008325138,0.6713765991674862,0.7721781769374361,0.22782182306256393,0.6157457919069695,0.38425420809303046,0.4948566039366112,0.5051433960633889,0.4914938005587462,0.5085061994412539,0.5205254479822627,0.4794745520177373,0.40713959381931086,0.5928604061806891,0.7730617677212686,0.22693823227873144,0.5954801918057983,0.40451980819420175,0.5095145627188803,0.4904854372811197,0.5127535994083507,0.48724640059164925,0.5206229470900041,0.4793770529099959
Accomack County,51001000501,0.3035042577210635,0.6964957422789365,0.898547989249437,0.10145201075056302,0.7363590634311917,0.26364093656880827,0.5050300475287904,0.4949699524712095,0.4967334784108404,0.5032665215891596,0.5320762895517454,0.4679237104482544,0.3788523238505522,0.6211476761494479,0.8773419160007171,0.12265808399928295,0.6809106344786718,0.3190893655213282,0.508707746673306,0.491292253326694,0.5088573147863711,0.49114268521362897,0.5373835674093321,0.46261643259066765,0.46167581827661025,0.5383241817233897,0.89035302352524,0.10964697647475993,0.7141849163336489,0.2858150836663511,0.49385562101099584,0.5061443789890041,0.4903653467757377,0.5096346532242624,0.5307426338233331,0.4692573661766667,0.4533202843307443,0.5466797156692557,0.8737639420046215,0.12623605799537857,0.6802873227568252,0.3197126772431748,0.5174286608747335,0.4825713391252665,0.5092929890907758,0.49070701090922414,0.5196248115271993,0.4803751884728005
Accomack County,51001000502,0.38271844465532545,0.6172815553446745,0.9418094525145466,0.05819054748545344,0.8090598361372463,0.19094016386275367,0.5027328248066532,0.49726717519334684,0.5003748709576032,0.4996251290423969,0.5334694673496247,0.46653053265037525,0.44652910637332677,0.5534708936266732,0.9369554612565062,0.06304453874349378,0.7517241550465498,0.24827584495345023,0.5074228011877038,0.4925771988122962,0.511329652868394,0.4886703471316061,0.5361628573913703,0.4638371426086298,0.37759701061293965,0.6224029893870604,0.9215180601654972,0.07848193983450284,0.7309513434740998,0.2690486565259002,0.4908759254605936,0.5091240745394063,0.4916039334691066,0.5083960665308936,0.5232729375313004,0.4767270624686995,0.40399932459785026,0.5960006754021497,0.9029930446237104,0.0970069553762896,0.6838451092373596,0.31615489076264036,0.5141471800237601,0.4858528199762398,0.5203350835343428,0.47966491646565745,0.520142916286915,0.479857083713085
Accomack County,51001000601,0.19323450821707872,0.8067654917829213,0.8516279419856002,0.14837205801439984,0.6840867681185528,0.31591323188144715,0.5085090312402272,0.49149096875977283,0.5017175200051608,0.49828247999483916,0.5238074583719456,0.47619254162805436,0.29670122732405396,0.7032987726759461,0.8168681241964182,0.18313187580358176,0.6243154383028818,0.3756845616971181,0.4999463042487848,0.5000536957512152,0.5046513724833893,0.49534862751661063,0.5350288064306198,0.4649711935693802,0.21007871674027884,0.7899212832597212,0.7752735891166342,0.2247264108833658,0.5966712259240924,0.4033287740759076,0.48956602874865013,0.5104339712513499,0.48194776659991856,0.5180522334000814,0.5061975642193192,0.49380243578068084,0.26129252877175285,0.7387074712282471,0.763377430247087,0.2366225697529129,0.5780695866728308,0.42193041332716913,0.5125092134731188,0.48749078652688116,0.4987196181855153,0.5012803818144846,0.510879450063423,0.4891205499365771
Accomack County,51001000602,0.11000434755714246,0.8899956524428575,0.8137619884767673,0.1862380115232327,0.6643897271724034,0.3356102728275966,0.498038935861016,0.501961064138984,0.5042524101133756,0.4957475898866244,0.521182658365576,0.478817341634424,0.15454448724077618,0.8454555127592238,0.7871440509776849,0.2128559490223151,0.6155543978134376,0.38444560218656243,0.504013229609207,0.4959867703907929,0.5055841311993188,0.4944158688006812,0.5289308174322696,0.4710691825677305,0.20034527807143981,0.7996547219285602,0.7756135340877738,0.22438646591222627,0.6163043957782888,0.38369560422171123,0.4963021252852425,0.5036978747147576,0.4953491050572059,0.504650894942794,0.5205772296483653,0.4794227703516347,0.31174498578499366,0.6882550142150063,0.7775360075496888,0.2224639924503112,0.6023369331922741,0.39766306680772595,0.5118532754351939,0.4881467245648061,0.5108582754582925,0.4891417245417073,0.5121116610118528,0.4878883389881472
Accomack County,51001000701,0.3255743373996036,0.6744256626003964,0.8533721954208424,0.14662780457915764,0.6887117650504284,0.31128823494957164,0.5024944298980945,0.49750557010190555,0.49625240877636434,0.5037475912236357,0.537242179816146,0.462757820183854,0.4223080269540176,0.5776919730459824,0.7975673581340973,0.20243264186590276,0.6217122381679216,0.37828776183207835,0.49996210364669685,0.5000378963533029,0.5167097477981946,0.48329025220180544,0.5331739065018619,0.4668260934981381,0.23643440828236498,0.763565591717635,0.7847635472125888,0.21523645278741124,0.615224413917644,0.38477558608235596,0.4905680088945265,0.5094319911054732,0.49453445396727824,0.5054655460327218,0.5152181560918682,0.4847818439081318,0.260937871247544,0.739062128752456,0.7761630815570616,0.22383691844293838,0.6004350925437378,0.3995649074562621,0.5150205681658195,0.4849794318341802,0.5063916306052562,0.49360836939474384,0.5170170416726659,0.48298295832733407
Accomack County,51001000801,0.3005429913530129,0.6994570086469871,0.8291241289627503,0.1708758710372497,0.6723480757456135,0.32765192425438655,0.503020874637352,0.49697912536264793,0.49815390935814957,0.5018460906418504,0.5267383069023491,0.4732616930976509,0.37785738025778726,0.6221426197422127,0.7846156673617486,0.21538433263825135,0.6143209094132003,0.38567909058679967,0.49968297656856314,0.5003170234314369,0.5101457497664212,0.4898542502335788,0.5347806251801285,0.4652193748198715,0.38789832165613125,0.6121016783438687,0.7888828679669605,0.21111713203303953,0.6196082408343659,0.3803917591656341,0.49165700020633657,0.5083429997936635,0.4902932046875299,0.5097067953124701,0.5251104355931456,0.47488956440685437,0.4297351376288669,0.5702648623711332,0.7827871970484146,0.21721280295158543,0.6065077062045988,0.3934922937954011,0.518536175674925,0.481463824325075,0.5069077582401329,0.4930922417598671,0.523443662220517,0.4765563377794831
Accomack County,51001000802,0.21007891294834694,0.7899210870516531,0.8868524572562864,0.11314754274371368,0.6693279508136156,0.3306720491863844,0.50723825803977,0.4927617419602301,0.49863947920511653,0.5013605207948835,0.5250510311656675,0.4749489688343325,0.29162135589581234,0.7083786441041877,0.8427336467629866,0.15726635323701346,0.6164328599416194,0.3835671400583806,0.49973071058890567,0.5002692894110943,0.5059164968466513,0.49408350315334865,0.529282534544524,0.47071746545547594,0.28487609939290853,0.7151239006070914,0.805016306629551,0.19498369337044896,0.6143778684700035,0.3856221315299965,0.4960708971228693,0.5039291028771307,0.48715245542022156,0.5128475445797784,0.5180713124160041,0.48192868758399593,0.31602811982415385,0.6839718801758461,0.8121123416547237,0.18788765834527638,0.5919287342804365,0.40807126571956354,0.5123444296146877,0.48765557038531226,0.5055647981918807,0.4944352018081193,0.5163968953328003,0.48360310466719963
