county,GEOID,vap_white.pre_16_dem_cli,vap_white.pre_16_rep_tru,vap_black.pre_16_dem_cli,vap_black.pre_16_rep_tru,vap_hisp.pre_16_dem_cli,vap_hisp.pre_16_rep_tru,vap_oth.pre_16_dem_cli,vap_oth.pre_16_rep_tru,vap_white.uss_18_dem_kai,vap_white.uss_18_rep_ste,vap_black.uss_18_dem_kai,vap_black.uss_18_rep_ste,vap_hisp.uss_18_dem_kai,vap_hisp.uss_18_rep_ste,vap_oth.uss_18_dem_kai,vap_oth.uss_18_rep_ste,vap_white.pre_20_dem_bid,vap_white.pre_20_rep_tru,vap_black.pre_20_dem_bid,vap_black.pre_20_rep_tru,vap_hisp.pre_20_dem_bid,vap_hisp.pre_20_rep_tru,vap_oth.pre_20_dem_bid,vap_oth.pre_20_rep_tru,vap_white.uss_20_dem_war,vap_white.uss_20_rep_gad,vap_black.uss_20_dem_war,vap_black.uss_20_rep_gad,vap_hisp.uss_20_dem_war,vap_hisp.uss_20_rep_gad,vap_oth.uss_20_dem_war,vap_oth.uss_20_rep_gad
Accomack County,51001000101,0.2522528122534731,0.7477471877465268,0.7911635662446944,0.2088364337553056,0.6473846557354385,0.3526153442645616,0.540625642952001,0.45937435704799906,0.33853890505906264,0.6614610949409374,0.7827103460107465,0.21728965398925346,0.6274350066113288,0.3725649933886712,0.526973274074478,0.473026725925522,0.3202980303837387,0.6797019696162613,0.7826659798046316,0.21733402019536846,0.6080104193787774,0.3919895806212225,0.5342699158997144,0.46573008410028555,0.35375078475192245,0.6462492152480775,0.7381317523506662,0.2618682476493338,0.5841448229364448,0.41585517706355524,0.4821660470842438,0.5178339529157562
Accomack County,51001000201,0.08942378844947763,0.9105762115505224,0.7711014423648931,0.2288985576351069,0.6179419876242308,0.38205801237576925,0.5236988883469814,0.4763011116530186,0.14311349075586594,0.856886509244134,0.7489634784255806,0.2510365215744193,0.6142722516817234,0.3857277483182766,0.5087148273593056,0.49128517264069443,0.19606096219577934,0.8039390378042207,0.7816362043193633,0.21836379568063669,0.6077019481597852,0.39229805184021477,0.5232873528441898,0.47671264715581024,0.24793449749432533,0.7520655025056747,0.7470976589530963,0.2529023410469036,0.5672799999380493,0.4327200000619506,0.4794110568702364,0.5205889431297637
Accomack County,51001000202,0.2671215655522686,0.7328784344477314,0.8014059468828229,0.1985940531171772,0.6428667481996925,0.3571332518003075,0.541768187015177,0.458231812984823,0.3162282316121708,0.6837717683878292,0.7808898320640212,0.21911016793597887,0.6227561292736324,0.3772438707263675,0.5227180350505516,0.4772819649494484,0.2774796367920303,0.7225203632079698,0.7988236008283593,0.20117639917164065,0.6184910721158843,0.3815089278841157,0.5340768285251131,0.46592317147488693,0.30630060385288854,0.6936993961471114,0.7579753147600979,0.24202468523990212,0.5859009256309228,0.4140990743690773,0.4840609634032355,0.5159390365967645
Accomack County,51001000301,0.2373897287938376,0.7626102712061624,0.8716337728711454,0.12836622712885457,0.654917683687199,0.345082316312801,0.5371736172631447,0.4628263827368553,0.27456064556921794,0.725439354430782,0.826898730075033,0.17310126992496705,0.620129010364749,0.379870989635251,0.5243493298739338,0.4756506701260662,0.3346322086081733,0.6653677913918268,0.8717956716352672,0.12820432836473283,0.6132944763842808,0.3867055236157192,0.5342532909063931,0.465746709093607,0.37298712826121033,0.6270128717387896,0.8575128926884283,0.1424871073115716,0.5796420757335279,0.4203579242664721,0.4873030575711641,0.5126969424288359
Accomack County,51001000401,0.1219210055447496,0.8780789944552502,0.7848957399310925,0.21510426006890748,0.6243848076881151,0.37561519231188484,0.5214353073077727,0.47856469269222734,0.14664827441427725,0.8533517255857226,0.7496658504571422,0.25033414954285776,0.5817678182896416,0.41823218171035836,0.5043504165625882,0.49564958343741183,0.26699683562824883,0.733003164371751,0.7757786171941463,0.22422138280585371,0.608036499136354,0.39196350086364595,0.5291023779416231,0.470897622058377,0.29888320573267424,0.7011167942673255,0.7419479692026687,0.2580520307973313,0.5664134441607405,0.4335865558392596,0.482467967384235,0.517532032615765
Accomack County,51001000402,0.11558602079403388,0.8844139792059661,0.7772206828923711,0.22277931710762888,0.6221653844583853,0.3778346155416146,0.5168396963463491,0.4831603036536509,0.2479494840963984,0.7520505159036016,0.7934874739043867,0.20651252609561332,0.6277311427488134,0.37226885725118664,0.5202830033070833,0.4797169966929167,0.2183550742900819,0.7816449257099181,0.7903410963707537,0.20965890362924636,0.6213133922627636,0.37868660773723645,0.5203991133456223,0.4796008866543778,0.3336289327304703,0.6663710672695297,0.7580512342470902,0.24194876575290974,0.5829191462919956,0.41708085370800435,0.4921269516920604,0.5078730483079397
Accomack County,51001000403,0.18515185453224298,0.8148481454677571,0.7971984147650634,0.20280158523493663,0.6461833994595712,0.3538166005404289,0.5318073149526131,0.46819268504738687,0.23116462837164173,0.7688353716283582,0.7836647254711898,0.21633527452881024,0.6239184322056629,0.37608156779433716,0.5133471599834246,0.4866528400165754,0.32640653822090115,0.6735934617790988,0.7981174876499205,0.2018825123500795,0.6164619437690165,0.3835380562309834,0.5357111649806962,0.46428883501930385,0.4087090552996081,0.5912909447003919,0.7462665035054837,0.2537334964945162,0.5802203173515725,0.4197796826484274,0.4877687406550511,0.5122312593449488
Accomack County,51001000501,0.3319657622908664,0.6680342377091336,0.8790380036349128,0.12096199636508714,0.718501498265434,0.281498501734566,0.5370298581761198,0.46297014182387997,0.37562916683773484,0.6243708331622652,0.8694302473854574,0.13056975261454243,0.6980478800600085,0.3019521199399915,0.5311546406798301,0.46884535932016985,0.44775467710395744,0.5522453228960426,0.9013480677903497,0.09865193220965025,0.7165201685876524,0.28347983141234756,0.5403013830792825,0.45969861692071723,0.4704990695974942,0.5295009304025058,0.8680677218588856,0.13193227814111416,0.660814338734708,0.33918566126529204,0.49526557253023545,0.5047344274697646
Accomack County,51001000502,0.3887023959770946,0.6112976040229056,0.9437189598052577,0.056281040194742324,0.7937269130462558,0.2062730869537443,0.5414965478308885,0.4585034521691114,0.4372949089471305,0.5627050910528697,0.9339800255223655,0.06601997447763451,0.7716671554801388,0.22833284451986127,0.5314941610130397,0.4685058389869603,0.38022407213614884,0.6197759278638514,0.9250261767285026,0.07497382327149735,0.7200507338133425,0.27994926618665744,0.5315429244037086,0.46845707559629135,0.42612577101136245,0.5738742289886377,0.8932277528051771,0.1067722471948229,0.6820095328122991,0.3179904671877008,0.49151411023444813,0.5084858897655519
Accomack County,51001000601,0.20968561739879754,0.7903143826012025,0.8251308354682614,0.17486916453173867,0.6611706158365351,0.3388293841634648,0.5419388770058532,0.4580611229941468,0.3008198479134139,0.6991801520865861,0.7983092627643729,0.20169073723562714,0.640917485134316,0.359082514865684,0.5276454459592407,0.4723545540407593,0.21566280105398516,0.7843371989460148,0.7622859995772127,0.2377140004227873,0.5909151202294383,0.4090848797705618,0.5231179690263686,0.47688203097363135,0.2844237266354862,0.7155762733645138,0.725756448003936,0.274243551996064,0.5612940071568882,0.4387059928431118,0.4846266352986651,0.5153733647013349
Accomack County,51001000602,0.11009088847867392,0.8899091115213261,0.7999458820170205,0.2000541179829794,0.6420786947178553,0.3579213052821447,0.5329026720517219,0.467097327948278,0.15480861268517146,0.8451913873148286,0.7712760083031635,0.22872399169683658,0.6271905075699996,0.3728094924300004,0.5222242034404924,0.47777579655950764,0.20011125810903482,0.7998887418909651,0.7841135379237567,0.21588646207624335,0.6065019536670642,0.39349804633293584,0.5312548573694417,0.46874514263055833,0.3130604194390001,0.6869395805609999,0.7453637229409594,0.2546362770590405,0.5836364728840997,0.4163635271159003,0.4883271640889692,0.5116728359110307
Accomack County,51001000701,0.33569644942497817,0.6643035505750219,0.8273281704293799,0.1726718295706201,0.6592501776159096,0.34074982238409035,0.5363298174238993,0.46367018257610065,0.4149723830724063,0.5850276169275938,0.8171095121344635,0.1828904878655365,0.636545011912934,0.36345498808706606,0.5281813785566474,0.4718186214433526,0.23093193170131474,0.7690680682986852,0.802237909656688,0.19776209034331207,0.6086768723548586,0.39132312764514143,0.5261861880209102,0.4738138119790897,0.27693006115675056,0.7230699388432494,0.734741587831473,0.26525841216852697,0.5807865875565114,0.41921341244348864,0.47961141829804177,0.5203885817019582
Accomack County,51001000801,0.3038608599278902,0.6961391400721099,0.806685559912504,0.19331444008749596,0.652014293978091,0.34798570602190904,0.5396228545152498,0.4603771454847502,0.3761203286675343,0.6238796713324657,0.7926587480952844,0.20734125190471545,0.6340857361877142,0.36591426381228576,0.5239060669983581,0.47609393300164193,0.38599147804335465,0.6140085219566453,0.8000989700114493,0.1999010299885507,0.6166276268222576,0.3833723731777424,0.5338082218035387,0.4661917781964613,0.43456985366272355,0.5654301463372765,0.7607994346689798,0.23920056533101994,0.5916864833411232,0.4083135166588768,0.4930215535736975,0.5069784464263025
Accomack County,51001000802,0.23509648014968043,0.7649035198503196,0.8605488412921694,0.1394511587078306,0.6520189976309835,0.3479810023690167,0.5313481172546093,0.46865188274539066,0.29896251738791263,0.7010374826120873,0.8331537751286129,0.16684622487138714,0.6277875219567061,0.37221247804329416,0.5241247659144498,0.47587523408555016,0.2484176533537969,0.751582346646203,0.8448419204875101,0.1551580795124899,0.6140826749176524,0.3859173250823477,0.5232314434999195,0.47676855650008054,0.3454764210061313,0.6545235789938687,0.7809647335780528,0.21903526642194712,0.5824600739786167,0.41753992602138357,0.4806684184126331,0.5193315815873669
Accomack County,51001000803,0.17572491000856427,0.8242750899914357,0.79415825873361,0.20584174126639,0.6433552399241976,0.35664476007580237,0.5310229322170789,0.4689770677829211,0.27573791205584236,0.7242620879441576,0.7736333444971973,0.22636665550280266,0.6278501325815611,0.372149867418439,0.5233407808979188,0.4766592191020812,0.24066890238061334,0.7593310976193867,0.7896870887687798,0.21031291123122015,0.6083764888274158,0.39162351117258426,0.5299570909753011,0.4700429090246989,0.3285177736346102,0.6714822263653898,0.7378706831438014,0.26212931685619856,0.5856908084028706,0.4143091915971294,0.48213182619578576,0.5178681738042142
Accomack County,51001000901,0.3668658568345958,0.6331341431654042,0.9089170755410133,0.09108292445898664,0.6695254873336671,0.33047451266633293,0.5427576201471087,0.45724237985289135,0.43143704541260053,0.5685629545873995,0.8817604251910658,0.11823957480893416,0.6548278370523211,0.345172162947679,0.5419227698786119,0.45807723012138807,0.4059401635415463,0.5940598364584537,0.8998371760574618,0.10016282394253821,0.6322936266684817,0.3677063733315184,0.5391984307364631,0.4608015692635369,0.45853499125722685,0.5414650087427731,0.8567348973600144,0.1432651026399856,0.6031636483311851,0.3968363516688149,0.4922410500462929,0.5077589499537071
Albemarle County,51003000101,0.6333183984917371,0.36668160150826284,0.6656559864567001,0.3343440135432999,0.6482498453508065,0.3517501546491934,0.7048545903580851,0.29514540964191494,0.6863961468561567,0.3136038531438433,0.7051173410960504,0.2948826589039496,0.6774621827808956,0.32253781721910435,0.7029684455750709,0.29703155442492907,0.7258268130633542,0.27417318693664583,0.7137374186775929,0.28626258132240706,0.6715129616361798,0.32848703836382026,0.7446060591773054,0.2553939408226946,0.738481229523795,0.26151877047620503,0.7201915617158146,0.2798084382841855,0.6778710663724177,0.3221289336275824,0.7139418633661105,0.2860581366338894
Albemarle County,51003000103,0.7443289162619158,0.2556710837380842,0.6944728501715659,0.3055271498284341,0.6803799777443669,0.31962002225563313,0.734566210516308,0.265433789483692,0.7827258939742838,0.21727410602571617,0.7257549582808381,0.27424504171916186,0.70240638786934,0.2975936121306601,0.7353736228692219,0.26462637713077813,0.8028622931194833,0.19713770688051668,0.7547270878925978,0.24527291210740224,0.6951848953986861,0.3048151046013139,0.7664597510293534,0.23354024897064668,0.7978231470999632,0.20217685290003679,0.7539812140966028,0.24601878590339724,0.7070567252215922,0.29294327477840776,0.7414159653643069,0.2585840346356931
Albemarle County,51003000104,0.7445417164931261,0.25545828350687394,0.7491022512490595,0.25089774875094056,0.7024572853488731,0.2975427146511269,0.7298702891118112,0.2701297108881888,0.7833053427636676,0.21669465723633244,0.7579569834932579,0.24204301650674215,0.7432426477925718,0.2567573522074282,0.7419281901739022,0.25807180982609773,0.7839364562519797,0.21606354374802025,0.7988087172960511,0.2011912827039489,0.7358238868919035,0.26417611310809647,0.7923458769681659,0.207654123031834,0.801997891238195,0.19800210876180502,0.7923909442811032,0.20760905571889682,0.7568477096953561,0.24315229030464391,0.745667464499224,0.2543325355007759
Albemarle County,51003000105,0.7058431493145968,0.2941568506854032,0.6770825315011638,0.32291746849883624,0.652431880022976,0.3475681199770239,0.7043575602649649,0.2956424397350351,0.7794540968063417,0.22054590319365827,0.7152930966275451,0.28470690337245486,0.680237444495384,0.3197625555046159,0.7264668735900713,0.27353312640992866,0.7523734831364227,0.24762651686357728,0.6962605615020186,0.3037394384979814,0.670658134203461,0.32934186579653907,0.7405316408738807,0.2594683591261193,0.7419617517525496,0.25803824824745036,0.7354656685738696,0.2645343314261303,0.6796554547635322,0.3203445452364679,0.7283545845043415,0.27164541549565846
Albemarle County,51003000106,0.5437206903950762,0.4562793096049236,0.654324573268414,0.3456754267315861,0.6374190021178547,0.3625809978821452,0.6740229360591538,0.3259770639408463,0.6245750018749143,0.37542499812508545,0.6785329496329714,0.32146705036702866,0.6572397959481406,0.3427602040518594,0.692825359211167,0.3071746407888331,0.6076468139905776,0.39235318600942215,0.6915466419777329,0.30845335802226714,0.6557437699426633,0.3442562300573367,0.7185769396564016,0.28142306034359843,0.632237057010164,0.3677629429898358,0.7202521853443523,0.27974781465564763,0.671074404613445,0.32892559538655497,0.7082680336093288,0.2917319663906712
Albemarle County,51003000201,0.6265937716917405,0.37340622830825954,0.6651863345051657,0.33481366549483427,0.6451153987346329,0.35488460126536714,0.6847962744545002,0.31520372554549975,0.6846289722184874,0.3153710277815126,0.6985803800943766,0.3014196199056233,0.6723877111501593,0.3276122888498408,0.7035556748682444,0.29644432513175556,0.6760467278753532,0.32395327212464675,0.6992667139464154,0.3007332860535847,0.654497246927444,0.34550275307255596,0.7204793601197678,0.27952063988023224,0.6563759875942894,0.3436240124057106,0.7062866570727743,0.29371334292722573,0.6599044454459656,0.3400955545540344,0.7012061923551839,0.29879380764481606
